ico,year_month,credit_turnover_czk,debit_turnover_czk,min_balance_czk,avg_balance_czk,overdraft_days,overdraft_max_depth_czk,tax_payment_made,tax_payment_delay_days,payroll_amount_czk,payroll_employees_count,deposit_balance_czk,savings_balance_czk
45306371,2024-08,1340.7,1285.9,268.6,208.4,0,0.0,True,0,379.8,13,480.6,252.3
45306371,2024-09,1272.9,1145.4,102.0,166.2,0,0.0,True,0,321.1,10,468.3,159.4
45306371,2024-10,1162.3,1121.0,62.7,250.1,0,0.0,True,0,200.8,6,384.6,297.3
45306371,2024-11,1401.3,1280.0,321.7,216.6,0,0.0,True,0,406.0,11,449.0,314.2
45306371,2024-12,1199.4,1111.7,277.5,279.0,0,0.0,True,0,364.9,8,472.8,268.1
26845318,2022-01,1046.5,946.8,251.4,279.4,0,0.0,True,0,201.3,6,380.8,167.2
26845318,2022-02,1015.1,973.6,101.0,227.7,0,0.0,True,0,167.8,3,113.8,35.9
26845318,2022-03,937.1,891.3,181.5,124.4,0,0.0,True,0,217.9,6,264.0,206.4
26845318,2022-04,968.7,854.0,209.4,231.9,0,0.0,True,0,304.8,6,154.5,92.1
26845318,2022-05,999.8,851.5,179.5,184.0,0,0.0,True,0,225.3,6,298.4,99.8
26845318,2022-06,933.3,904.9,161.6,237.9,0,0.0,True,0,212.3,7,239.4,149.7
26845318,2022-07,1046.9,980.8,171.7,175.1,0,0.0,True,0,204.0,6,246.3,166.3
26845318,2022-08,906.1,792.7,138.9,134.3,0,0.0,True,0,181.7,4,329.8,190.6
26845318,2022-09,971.3,909.4,95.8,168.8,0,0.0,True,0,272.8,10,182.9,91.8
26845318,2022-10,917.2,868.2,103.7,266.1,0,0.0,True,0,205.8,6,155.2,102.5
26845318,2022-11,880.1,789.4,96.1,141.2,0,0.0,True,0,265.7,7,346.9,248.5
26845318,2022-12,864.3,787.4,-165.8,162.6,4,-165.8,True,0,177.4,5,312.7,183.6
26845318,2023-01,823.4,760.1,65.7,132.4,0,0.0,True,0,290.5,10,237.8,77.7
26845318,2023-02,879.7,861.0,195.3,141.7,0,0.0,True,0,274.6,7,206.9,107.9
26845318,2023-03,1009.0,858.0,65.6,191.8,0,0.0,True,0,170.1,4,148.4,57.4
26845318,2023-04,916.5,857.8,160.4,262.8,0,0.0,True,0,271.4,7,345.7,239.9
26845318,2023-05,982.4,871.9,161.0,122.7,0,0.0,True,0,271.8,9,188.9,127.4
26845318,2023-06,1047.9,903.2,104.9,306.4,0,0.0,True,0,214.8,8,240.6,111.0
26845318,2023-07,1024.4,992.8,184.7,139.6,0,0.0,True,0,255.8,9,334.9,179.2
26845318,2023-08,1026.3,910.8,193.7,296.6,0,0.0,True,0,200.1,5,366.7,170.5
26845318,2023-09,1021.8,940.6,185.5,186.6,0,0.0,True,0,221.4,6,259.9,206.4
26845318,2023-10,918.5,795.2,174.2,270.6,0,0.0,True,0,267.8,7,347.5,180.3
26845318,2023-11,917.5,879.1,67.4,183.2,0,0.0,True,0,225.6,5,343.0,182.1
26845318,2023-12,1010.1,974.1,153.2,275.6,0,0.0,True,0,309.5,8,217.3,165.3
26845318,2024-01,1053.0,962.1,263.0,136.6,0,0.0,True,0,252.3,8,199.6,118.5
26845318,2024-02,949.3,902.7,91.8,103.2,0,0.0,True,0,219.2,7,293.6,172.0
26845318,2024-03,1081.5,1002.2,162.7,296.3,0,0.0,True,0,283.6,6,268.9,85.6
26845318,2024-04,1016.9,909.1,248.0,242.6,0,0.0,True,0,272.6,7,148.8,79.6
26845318,2024-05,1121.2,963.0,64.1,253.7,0,0.0,True,0,205.2,5,367.6,270.6
26845318,2024-06,1203.9,1030.6,277.7,312.1,0,0.0,True,0,164.2,3,280.6,181.6
26845318,2024-07,940.6,828.9,163.6,265.8,0,0.0,True,0,262.6,9,116.3,85.6
26845318,2024-08,948.9,849.2,131.3,206.4,0,0.0,True,0,151.9,3,287.8,109.1
26845318,2024-09,999.8,978.8,164.9,159.0,0,0.0,True,0,174.8,5,171.1,100.3
26845318,2024-10,1120.2,993.9,258.6,291.0,0,0.0,True,0,284.0,10,315.8,173.2
26845318,2024-11,978.4,913.9,225.7,158.3,0,0.0,True,0,281.1,7,343.9,211.2
26845318,2024-12,1027.3,944.1,251.0,290.4,0,0.0,True,0,206.8,7,143.5,81.7
25552121,2022-01,2427.2,2368.1,189.7,660.3,0,0.0,True,0,640.7,23,352.4,0.0
25552121,2022-02,2493.9,2338.0,351.5,584.7,0,0.0,True,0,522.3,20,223.8,0.0
25552121,2022-03,2361.7,2026.8,222.6,625.3,0,0.0,False,0,369.2,10,328.2,0.0
25552121,2022-04,1981.2,1856.7,-74.7,492.6,7,-74.7,False,2,403.8,14,156.5,0.0
25552121,2022-05,2018.2,1772.4,379.5,381.3,0,0.0,False,2,716.8,16,113.8,0.0
25552121,2022-06,2011.5,1957.9,490.1,532.7,0,0.0,True,0,751.8,28,112.4,0.0
25552121,2022-07,1910.5,1830.0,173.9,402.8,0,0.0,True,0,342.4,7,233.7,0.0
25552121,2022-08,2195.6,2094.2,-530.0,267.8,7,-530.0,True,0,498.4,11,198.1,0.0
25552121,2022-09,1722.7,1564.7,-324.9,297.0,10,-324.9,False,0,381.7,13,48.7,0.0
25552121,2022-10,1919.4,1880.7,-432.4,517.2,4,-432.4,True,0,598.5,15,46.2,0.0
25552121,2022-11,1719.7,1592.6,300.7,416.9,0,0.0,True,0,703.6,25,62.6,0.0
25552121,2022-12,1988.3,1745.6,-104.2,378.4,16,-104.2,True,0,730.4,18,226.1,0.0
25552121,2023-01,1846.3,1790.9,148.7,209.4,0,0.0,True,0,368.4,9,126.8,0.0
25552121,2023-02,1556.5,1394.6,-388.5,362.8,14,-388.5,True,0,598.5,18,55.9,0.0
25552121,2023-03,1954.5,1718.3,354.4,237.8,0,0.0,True,0,579.6,15,93.1,0.0
25552121,2023-04,1634.0,1525.4,282.2,172.0,0,0.0,True,0,736.4,16,206.5,0.0
25552121,2023-05,1805.3,1688.8,-184.3,205.7,8,-184.3,True,0,717.4,25,69.7,0.0
25552121,2023-06,1902.1,1764.3,-245.9,526.3,9,-245.9,True,0,386.3,12,270.8,0.0
25552121,2023-07,1968.0,1701.9,-197.0,366.0,5,-197.0,True,0,540.3,17,232.5,0.0
25552121,2023-08,1856.8,1629.2,204.8,236.6,0,0.0,True,0,344.5,9,39.0,0.0
25552121,2023-09,1658.8,1425.5,-128.6,451.8,16,-128.6,True,0,643.1,15,207.0,0.0
25552121,2023-10,1547.3,1319.4,113.0,255.2,0,0.0,True,0,595.1,15,115.0,0.0
25552121,2023-11,1533.9,1382.7,237.4,248.6,0,0.0,True,0,396.3,13,148.1,0.0
25552121,2023-12,1561.6,1357.1,-272.1,217.8,6,-272.1,False,6,695.2,16,79.2,0.0
25552121,2024-01,1620.3,1512.7,366.9,481.7,0,0.0,False,8,543.9,14,175.9,0.0
25552121,2024-02,1828.4,1628.0,-84.0,348.1,17,-84.0,True,0,444.7,17,157.2,0.0
25552121,2024-03,1875.0,1703.4,-365.2,491.2,5,-365.2,True,0,542.3,13,255.9,0.0
25552121,2024-04,1315.3,1147.6,198.5,196.7,0,0.0,False,0,407.7,12,148.5,0.0
25552121,2024-05,1443.1,1348.1,299.9,163.3,0,0.0,False,0,448.6,14,141.0,0.0
25552121,2024-06,1713.8,1544.1,-204.7,375.3,7,-204.7,True,0,382.5,8,189.9,0.0
25552121,2024-07,1075.0,1004.1,-271.6,198.5,13,-271.6,True,0,731.8,18,95.1,0.0
25552121,2024-08,1374.6,1309.2,-173.8,277.0,9,-173.8,True,0,458.4,16,80.3,0.0
25552121,2024-09,1397.0,1313.2,120.4,314.2,0,0.0,True,0,736.4,19,56.0,0.0
25552121,2024-10,1124.5,1097.0,-244.4,288.9,14,-244.4,False,5,702.3,23,57.5,0.0
25552121,2024-11,925.1,805.8,123.7,129.5,0,0.0,True,0,555.1,13,79.0,0.0
25552121,2024-12,1308.3,1241.8,-349.4,202.2,18,-349.4,True,0,403.2,9,74.6,0.0
19935200,2022-01,2295.1,2247.6,223.0,401.6,0,0.0,True,0,545.0,21,266.2,146.7
19935200,2022-02,2641.6,2487.7,205.4,501.2,0,0.0,True,0,668.8,21,921.7,597.3
19935200,2022-03,2043.9,1750.0,225.3,376.0,0,0.0,True,0,635.2,17,272.6,121.0
19935200,2022-04,2331.8,2168.4,316.8,345.4,0,0.0,True,0,569.1,16,402.4,149.6
19935200,2022-05,2471.4,2251.7,316.6,561.3,0,0.0,True,0,384.5,10,979.9,565.5
19935200,2022-06,2210.4,2035.8,-261.4,580.7,5,-261.4,True,0,679.8,17,441.5,142.3
19935200,2022-07,2546.0,2178.6,276.7,356.2,0,0.0,True,0,686.7,26,847.5,448.2
19935200,2022-08,2646.4,2547.3,545.6,440.3,0,0.0,True,0,575.0,14,416.4,199.2
19935200,2022-09,2255.7,2069.6,529.8,587.0,0,0.0,True,0,751.9,16,561.4,308.1
19935200,2022-10,2099.3,1900.7,358.0,499.5,0,0.0,True,0,584.4,21,626.2,283.8
19935200,2022-11,2047.4,1837.0,363.4,532.8,0,0.0,True,0,780.9,17,787.0,265.6
19935200,2022-12,2739.5,2530.6,346.7,605.5,0,0.0,True,0,649.7,24,913.8,441.5
19935200,2023-01,2744.1,2594.9,199.5,548.3,0,0.0,True,0,623.0,18,809.1,343.7
19935200,2023-02,2432.2,2337.1,181.3,463.1,0,0.0,True,0,615.2,20,912.0,497.6
19935200,2023-03,2421.1,2325.9,552.7,586.8,0,0.0,True,0,719.5,22,289.3,165.2
19935200,2023-04,2576.8,2313.9,414.4,671.9,0,0.0,True,0,383.2,13,868.7,272.0
19935200,2023-05,2506.5,2447.4,162.3,572.7,0,0.0,True,0,854.3,24,829.0,590.0
19935200,2023-06,2544.0,2180.7,590.6,317.6,0,0.0,True,0,735.9,25,991.8,512.1
19935200,2023-07,2127.9,1961.0,376.7,266.1,0,0.0,True,0,557.9,13,752.8,320.2
19935200,2023-08,2419.2,2233.5,528.6,641.2,0,0.0,True,0,736.6,19,764.9,460.9
19935200,2023-09,2024.8,1797.4,355.2,589.9,0,0.0,True,0,690.5,20,590.6,324.3
19935200,2023-10,2660.7,2369.7,455.9,648.3,0,0.0,True,0,351.1,10,652.6,262.4
19935200,2023-11,2766.6,2386.5,275.5,437.2,0,0.0,True,0,530.7,16,663.8,287.9
19935200,2023-12,2509.1,2300.6,375.5,501.2,0,0.0,True,0,410.9,11,486.3,331.4
19935200,2024-01,2066.3,1932.1,467.9,401.1,0,0.0,True,0,757.3,23,238.0,130.3
19935200,2024-02,2727.0,2514.1,242.5,312.8,0,0.0,True,0,727.7,22,600.4,351.3
19935200,2024-03,2662.5,2588.1,313.7,668.3,0,0.0,True,0,618.1,13,580.9,405.1
19935200,2024-04,2397.9,2140.5,367.1,533.8,0,0.0,True,0,401.1,11,568.5,342.9
19935200,2024-05,2734.2,2455.0,582.8,641.9,0,0.0,True,0,541.6,15,854.8,384.6
19935200,2024-06,2681.7,2480.8,550.4,655.1,0,0.0,True,0,609.0,17,1046.2,723.4
19935200,2024-07,2261.6,1927.9,162.8,368.0,0,0.0,True,0,691.9,17,247.6,191.6
19935200,2024-08,2521.1,2249.4,230.6,586.0,0,0.0,True,0,839.7,21,299.2,110.4
19935200,2024-09,2363.1,2196.0,445.8,327.2,0,0.0,True,0,496.1,12,747.4,464.6
19935200,2024-10,2460.4,2390.0,294.7,637.5,0,0.0,True,0,469.4,16,766.4,351.4
19935200,2024-11,2154.0,2030.9,231.6,364.6,0,0.0,True,0,860.9,19,735.4,327.4
19935200,2024-12,2308.0,2034.5,386.3,540.0,0,0.0,True,0,655.0,16,325.8,198.1
26921782,2022-01,7370.8,7161.2,968.4,2032.0,0,0.0,True,0,1526.7,60,1954.1,1494.0
26921782,2022-02,7761.6,7542.5,1510.6,2193.8,0,0.0,True,0,2570.8,95,2113.0,1199.3
26921782,2022-03,9504.0,9161.6,2235.4,968.0,0,0.0,True,0,2913.7,83,3620.9,2828.1
26921782,2022-04,7564.2,6619.1,1086.2,926.8,0,0.0,True,0,2986.9,85,2886.2,2094.1
26921782,2022-05,8431.7,8150.2,1865.3,2237.8,0,0.0,True,0,2678.6,73,2758.7,1069.7
26921782,2022-06,7538.4,7342.6,1513.3,1209.1,0,0.0,True,0,1463.0,48,1343.6,561.3
26921782,2022-07,7397.3,6964.3,1694.2,1199.8,0,0.0,True,0,1277.3,41,1639.4,903.7
26921782,2022-08,9609.5,8854.2,1279.7,1865.8,0,0.0,True,0,1529.3,54,3116.6,1878.9
26921782,2022-09,9093.0,8396.0,596.7,1021.6,0,0.0,True,0,2753.4,103,2128.0,1387.2
26921782,2022-10,8703.0,7975.0,593.4,2277.9,0,0.0,True,0,1843.3,67,1406.6,832.1
26921782,2022-11,8709.2,8057.6,1734.5,949.8,0,0.0,True,0,2191.1,55,1905.4,1349.5
26921782,2022-12,7516.5,7345.0,1527.1,1722.6,0,0.0,True,0,1515.6,59,1673.6,1145.6
26921782,2023-01,9978.1,8932.5,1803.1,1354.0,0,0.0,True,0,2750.9,71,2978.8,1696.9
26921782,2023-02,8837.4,8457.7,1382.1,1321.2,0,0.0,True,0,1160.5,37,2669.3,1527.5
26921782,2023-03,8101.2,7103.0,430.4,973.6,0,0.0,True,0,1560.2,46,2671.9,1982.2
26921782,2023-04,8782.0,8040.0,538.2,1386.3,0,0.0,True,0,2488.4,83,1450.6,1061.7
26921782,2023-05,9600.4,8535.4,904.4,1077.1,0,0.0,True,0,2335.4,75,1372.6,864.9
26921782,2023-06,10120.9,9022.1,2096.7,1854.8,0,0.0,True,0,2002.7,45,3871.0,2460.7
26921782,2023-07,8290.1,8089.5,1346.9,1753.0,0,0.0,True,0,2614.8,66,2833.0,2145.6
26921782,2023-08,7940.5,7444.8,823.4,1751.5,0,0.0,True,0,3045.1,113,2520.1,996.1
26921782,2023-09,8279.2,8046.0,439.4,2421.0,0,0.0,True,0,2219.5,52,1654.9,1288.4
26921782,2023-10,9890.3,9092.9,1247.5,1699.7,0,0.0,True,0,2169.9,50,2627.1,1806.8
26921782,2023-11,8751.5,8078.8,1162.1,1262.4,0,0.0,True,0,2930.0,70,3275.7,1589.9
26921782,2023-12,8013.3,7493.3,1200.9,1898.9,0,0.0,True,0,1849.9,58,1714.5,1228.7
26921782,2024-01,9575.5,9280.5,1413.9,1995.8,0,0.0,True,0,1972.3,48,1443.8,953.1
26921782,2024-02,7880.6,6707.9,-2237.3,1585.2,5,-2237.3,True,0,2533.4,60,1335.2,872.7
26921782,2024-03,9171.2,8123.1,1429.6,2710.1,0,0.0,True,0,2094.8,83,2434.9,744.9
26921782,2024-04,9331.7,8920.9,1449.1,1432.1,0,0.0,True,0,2604.1,96,1350.0,534.6
26921782,2024-05,8568.8,8129.6,1899.2,1017.1,0,0.0,True,0,2800.7,72,3036.4,1903.5
26921782,2024-06,9044.8,8309.1,624.7,981.5,0,0.0,False,0,2100.1,51,2439.9,1778.6
26921782,2024-07,9703.9,9420.0,549.1,1580.7,0,0.0,True,0,1240.9,28,3588.4,2087.6
26921782,2024-08,9821.1,9492.6,1255.4,1633.7,0,0.0,True,0,1789.8,63,1690.6,1212.7
26921782,2024-09,8359.3,7941.1,987.4,2432.3,0,0.0,True,0,2331.9,89,1932.1,1389.8
26921782,2024-10,9715.1,8737.8,-2294.5,2471.8,11,-2294.5,True,0,1683.2,51,1512.8,897.0
26921782,2024-11,8195.4,7970.7,559.8,1548.5,0,0.0,True,0,2033.4,72,1777.5,853.8
26921782,2024-12,8330.4,7930.3,1411.0,2272.1,0,0.0,True,0,2231.0,82,1057.0,610.0
60203170,2022-01,889.7,787.3,92.3,114.9,0,0.0,True,0,271.4,7,271.9,104.6
60203170,2022-02,766.3,664.9,108.5,77.7,0,0.0,True,0,198.7,5,190.6,116.0
60203170,2022-03,908.1,843.1,100.0,217.1,0,0.0,True,0,192.7,4,268.2,160.2
60203170,2022-04,746.0,710.3,79.1,129.1,0,0.0,True,0,250.3,5,249.6,115.6
60203170,2022-05,758.6,726.8,159.0,86.4,0,0.0,True,0,225.6,5,290.5,117.6
60203170,2022-06,909.4,843.7,127.2,196.8,0,0.0,True,0,164.3,5,206.4,100.8
60203170,2022-07,937.6,810.3,218.4,140.3,0,0.0,True,0,141.3,3,322.3,192.4
60203170,2022-08,753.1,649.8,53.6,108.8,0,0.0,True,0,235.8,5,150.2,104.9
60203170,2022-09,856.1,781.4,213.6,136.2,0,0.0,True,0,183.2,4,262.9,98.7
60203170,2022-10,743.8,702.0,51.7,141.7,0,0.0,True,0,174.7,4,190.7,90.4
60203170,2022-11,710.8,634.8,114.0,131.7,0,0.0,False,0,149.6,3,229.0,127.8
60203170,2022-12,913.3,776.8,124.1,130.6,0,0.0,True,0,226.2,5,333.3,174.9
60203170,2023-01,883.3,807.0,162.6,259.0,0,0.0,True,0,256.3,7,140.6,50.2
60203170,2023-02,807.0,747.9,188.6,189.2,0,0.0,True,0,179.4,6,243.8,170.7
60203170,2023-03,770.4,708.7,113.5,218.7,0,0.0,True,0,143.1,3,209.9,107.4
60203170,2023-04,783.6,685.9,115.1,138.5,0,0.0,True,0,164.4,4,281.8,218.7
60203170,2023-05,890.8,761.0,83.8,129.1,0,0.0,True,0,237.1,8,240.2,167.6
60203170,2023-06,908.3,836.1,225.4,228.3,0,0.0,True,0,204.9,5,163.8,93.6
60203170,2023-07,852.5,820.2,87.4,100.1,0,0.0,True,0,251.5,8,309.0,97.7
60203170,2023-08,776.5,739.3,134.5,204.0,0,0.0,True,0,253.5,6,219.8,113.0
60203170,2023-09,894.5,865.0,136.8,235.3,0,0.0,True,0,165.2,5,243.1,188.7
60203170,2023-10,893.0,787.8,102.2,240.0,0,0.0,True,0,173.9,4,124.9,46.6
60203170,2023-11,759.2,713.9,151.8,209.1,0,0.0,True,0,169.1,4,251.1,125.9
60203170,2023-12,853.7,813.9,187.8,153.3,0,0.0,True,0,240.9,5,248.0,160.8
60203170,2024-01,988.2,937.9,226.1,107.9,0,0.0,True,0,171.3,6,351.5,244.0
60203170,2024-02,962.9,928.2,-155.4,114.3,8,-155.4,False,4,310.1,7,183.5,135.3
60203170,2024-03,746.2,643.5,50.9,106.5,0,0.0,True,0,135.0,3,243.7,125.4
60203170,2024-04,851.5,749.1,123.9,100.4,0,0.0,True,0,120.6,4,304.9,197.3
60203170,2024-05,791.3,730.5,50.4,175.7,0,0.0,True,0,197.6,4,231.4,147.8
60203170,2024-06,799.9,692.7,62.4,196.8,0,0.0,True,0,280.6,8,132.1,98.9
60203170,2024-07,838.9,716.0,199.9,226.0,0,0.0,True,0,217.5,5,265.4,117.4
60203170,2024-08,833.1,734.2,106.0,189.6,0,0.0,True,0,193.0,4,281.7,118.2
60203170,2024-09,925.4,901.4,-262.6,235.1,14,-262.6,True,0,268.1,8,282.1,192.2
60203170,2024-10,716.1,674.0,95.3,83.4,0,0.0,True,0,140.8,4,206.6,113.8
60203170,2024-11,914.1,876.2,161.7,215.9,0,0.0,True,0,194.8,4,238.5,118.2
60203170,2024-12,878.3,831.2,98.2,217.9,0,0.0,True,0,121.7,3,207.3,125.3
9774459,2022-01,1063.7,941.3,219.4,294.9,0,0.0,True,0,269.8,6,159.6,58.0
9774459,2022-02,864.2,790.7,105.5,184.4,0,0.0,True,0,170.2,4,106.4,56.1
9774459,2022-03,932.2,849.6,92.2,164.6,0,0.0,True,0,279.4,7,105.5,77.2
9774459,2022-04,1134.9,1004.7,220.2,131.2,0,0.0,True,0,349.9,10,223.1,113.3
9774459,2022-05,1009.9,969.3,107.5,167.1,0,0.0,True,0,341.8,7,121.9,64.9
9774459,2022-06,864.8,757.1,176.9,242.2,0,0.0,True,0,216.6,6,240.0,131.2
9774459,2022-07,944.0,848.5,-55.6,233.7,16,-55.6,True,0,288.8,11,189.3,128.6
9774459,2022-08,922.5,885.6,88.8,168.5,0,0.0,True,0,375.7,13,169.7,54.6
9774459,2022-09,1020.1,884.4,186.2,161.5,0,0.0,True,0,258.8,7,283.2,93.8
9774459,2022-10,1167.4,1008.8,238.2,141.4,0,0.0,True,0,213.9,7,447.2,164.6
9774459,2022-11,964.8,858.3,204.1,232.5,0,0.0,True,0,302.1,8,343.2,118.5
9774459,2022-12,942.7,822.6,201.7,273.8,0,0.0,True,0,320.6,9,108.1,48.6
9774459,2023-01,1063.5,931.3,100.5,191.5,0,0.0,True,0,180.9,6,126.0,87.0
9774459,2023-02,1176.9,1014.4,249.3,317.1,0,0.0,True,0,306.1,6,187.5,116.8
9774459,2023-03,931.4,834.6,126.1,262.3,0,0.0,True,0,331.4,8,231.8,113.9
9774459,2023-04,1003.8,903.2,67.8,184.5,0,0.0,True,0,282.3,8,366.2,197.6
9774459,2023-05,1139.3,1019.4,235.0,242.8,0,0.0,True,0,234.6,7,357.8,193.1
9774459,2023-06,955.2,840.9,-56.9,126.0,10,-56.9,True,0,219.6,6,198.0,117.2
9774459,2023-07,942.4,915.6,120.3,281.1,0,0.0,True,0,314.1,7,257.0,203.4
9774459,2023-08,936.5,911.5,73.4,250.4,0,0.0,True,0,226.5,5,192.5,112.4
9774459,2023-09,1221.9,1136.2,142.2,319.3,0,0.0,True,0,144.0,3,129.5,69.8
9774459,2023-10,933.0,837.3,144.9,106.8,0,0.0,True,0,151.0,3,132.9,47.3
9774459,2023-11,1119.8,998.0,165.1,270.4,0,0.0,True,0,235.7,5,258.7,160.3
9774459,2023-12,1180.6,1003.8,101.0,283.8,0,0.0,True,0,301.8,9,378.0,169.1
9774459,2024-01,1172.1,1071.9,83.0,194.8,0,0.0,True,0,180.2,4,332.2,205.9
9774459,2024-02,964.7,846.3,50.4,230.2,0,0.0,True,0,365.8,9,307.5,143.9
9774459,2024-03,1130.8,1016.3,136.0,300.5,0,0.0,True,0,234.5,8,253.5,187.8
9774459,2024-04,1117.6,999.6,79.3,310.2,0,0.0,True,0,255.4,9,118.5,51.0
9774459,2024-05,891.6,828.2,161.1,166.6,0,0.0,True,0,239.4,5,277.6,143.1
9774459,2024-06,958.4,863.6,66.3,201.2,0,0.0,True,0,283.9,7,285.8,128.2
9774459,2024-07,922.3,793.8,-116.8,247.9,5,-116.8,True,0,254.6,9,139.5,62.2
9774459,2024-08,1010.9,893.9,140.7,195.1,0,0.0,True,0,170.2,5,369.6,179.2
9774459,2024-09,961.6,886.5,161.5,257.9,0,0.0,True,0,260.8,8,252.3,198.2
9774459,2024-10,1088.7,996.4,210.0,304.9,0,0.0,True,0,264.5,7,134.7,101.2
9774459,2024-11,1176.3,1064.6,88.5,350.1,0,0.0,True,0,282.6,6,460.7,324.4
9774459,2024-12,1225.9,1094.0,158.7,190.3,0,0.0,True,0,218.8,5,147.2,72.7
49608011,2022-01,1714.6,1666.9,345.8,488.6,0,0.0,True,0,363.0,12,165.3,0.0
49608011,2022-02,1384.7,1183.7,237.9,214.7,0,0.0,True,0,339.3,10,115.1,0.0
49608011,2022-03,1623.8,1451.6,202.2,420.1,0,0.0,False,6,413.9,11,89.2,0.0
49608011,2022-04,1727.2,1540.2,353.7,424.5,0,0.0,True,0,514.3,16,201.5,0.0
49608011,2022-05,1362.7,1298.5,83.5,154.2,0,0.0,True,0,364.3,10,93.5,0.0
49608011,2022-06,1499.8,1281.3,92.3,165.1,0,0.0,True,0,389.2,9,69.1,0.0
49608011,2022-07,1411.4,1281.6,208.6,412.3,0,0.0,True,0,392.8,10,72.6,0.0
49608011,2022-08,1565.4,1504.3,93.8,400.7,0,0.0,True,0,339.6,12,36.9,0.0
49608011,2022-09,1420.5,1294.9,264.8,179.6,0,0.0,True,0,443.8,10,207.0,0.0
49608011,2022-10,1688.7,1622.3,386.9,323.9,0,0.0,True,0,557.4,14,94.2,0.0
49608011,2022-11,1451.0,1339.3,316.1,317.4,0,0.0,True,0,379.9,8,211.3,0.0
49608011,2022-12,1619.2,1513.4,389.3,222.9,0,0.0,True,0,312.8,10,170.5,0.0
49608011,2023-01,1393.9,1260.7,-293.2,247.6,15,-293.2,True,0,479.0,10,74.9,0.0
49608011,2023-02,1643.9,1540.9,380.2,331.2,0,0.0,True,0,440.4,12,200.6,0.0
49608011,2023-03,1620.6,1416.0,328.3,382.4,0,0.0,True,0,247.7,8,202.7,0.0
49608011,2023-04,1326.5,1274.3,144.3,257.5,0,0.0,True,0,353.0,11,71.5,0.0
49608011,2023-05,1489.0,1294.8,333.8,444.4,0,0.0,False,9,284.6,7,109.7,0.0
